year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,geolocation
2022,39660,"Rapid City, SD Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,617,77,72.7,81.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39660,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '44.315478', 'longitude': '-102.7648382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39900,"Reno, NV Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,186,22,18.2,25.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39900,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.5007953', 'longitude': '-119.7311608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39900,"Reno, NV Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,769,78,74.1,81.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39900,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.5007953', 'longitude': '-119.7311608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40060,"Richmond, VA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,365,24.1,20.7,27.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40060,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '37.4113241', 'longitude': '-77.4418164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40060,"Richmond, VA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1368,75.9,72.4,79.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40060,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '37.4113241', 'longitude': '-77.4418164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,207,19.3,15.7,22.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '34.5375294', 'longitude': '-116.1309093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,872,80.7,77.2,84.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '34.5375294', 'longitude': '-116.1309093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40380,"Rochester, NY Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,179,24,19.6,28.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40380,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.148038', 'longitude': '-77.5232575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40380,"Rochester, NY Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,634,76,71.6,80.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40380,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.148038', 'longitude': '-77.5232575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40484,"Rockingham County-Strafford County, NH Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,386,26.6,23.1,30.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40484,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.0866404', 'longitude': '-71.069839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40484,"Rockingham County-Strafford County, NH Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1450,73.4,69.9,76.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40484,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.0866404', 'longitude': '-71.069839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,210,22.8,19.1,26.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40900,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.7896195', 'longitude': '-121.0057373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,628,77.2,73.5,80.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,40900,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.7896195', 'longitude': '-121.0057373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,499,20.1,17.4,22.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41180,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.6694602', 'longitude': '-90.3458253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1883,79.9,77.2,82.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41180,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.6694602', 'longitude': '-90.3458253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41420,"Salem, OR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,143,28.7,23.8,33.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41420,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '44.9033791', 'longitude': '-122.9017427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41420,"Salem, OR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,410,71.3,66.4,76.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41420,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '44.9033791', 'longitude': '-122.9017427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,495,22,19.1,24.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41540,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.371571', 'longitude': '-75.4782615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2119,78,75.2,80.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41540,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.371571', 'longitude': '-75.4782615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41620,"Salt Lake City, UT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,809,26.8,24.8,28.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41620,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.507617', 'longitude': '-112.6531242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41620,"Salt Lake City, UT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2245,73.2,71.2,75.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41620,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.507617', 'longitude': '-112.6531242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,307,26.9,23.3,30.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41700,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '29.4330549', 'longitude': '-98.6069656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,998,73.1,69.6,76.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41700,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '29.4330549', 'longitude': '-98.6069656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,97,14.7,10.7,18.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41940,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '36.9084669', 'longitude': '-121.3713591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,487,85.3,81.2,89.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41940,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '36.9084669', 'longitude': '-121.3713591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41980,"San Juan-Carolina-Caguas, PR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,654,16.5,14.9,18.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41980,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '18.2944526', 'longitude': '-66.0368437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,41980,"San Juan-Carolina-Caguas, PR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2814,83.5,81.9,85.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,41980,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '18.2944526', 'longitude': '-66.0368437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,2019,22.7,21.6,23.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,42644,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '47.7622016', 'longitude': '-121.7814971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,6761,77.3,76.2,78.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,42644,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '47.7622016', 'longitude': '-121.7814971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,105,26.4,20.4,32.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,43340,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '32.4376822', 'longitude': '-93.7448836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,394,73.6,67.7,79.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,43340,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '32.4376822', 'longitude': '-93.7448836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,169,17.2,13.2,21.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,43580,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '42.5129343', 'longitude': '-96.4389408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,855,82.8,78.7,86.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,43580,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '42.5129343', 'longitude': '-96.4389408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,43620,"Sioux Falls, SD Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,241,17.3,13.6,20.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,43620,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.495413', 'longitude': '-96.9953301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,43620,"Sioux Falls, SD Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1371,82.7,79.1,86.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,43620,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.495413', 'longitude': '-96.9953301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,518,30.8,27.9,33.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,44060,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '47.6203691', 'longitude': '-117.4033574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1464,69.2,66.3,72.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,44060,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '47.6203691', 'longitude': '-117.4033574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,44140,"Springfield, MA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,314,29.1,25.2,32.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,44140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '42.3644217', 'longitude': '-72.6169632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,44140,"Springfield, MA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,835,70.9,67.1,74.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,44140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '42.3644217', 'longitude': '-72.6169632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45060,"Syracuse, NY Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,132,26.8,20.9,32.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45060,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.0065163', 'longitude': '-76.14738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45060,"Syracuse, NY Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,433,73.2,67.3,79.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45060,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.0065163', 'longitude': '-76.14738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45220,"Tallahassee, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,208,20.1,14.4,25.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45220,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '30.3863612', 'longitude': '-84.2804096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45220,"Tallahassee, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,772,79.9,74.2,85.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45220,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '30.3863612', 'longitude': '-84.2804096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,203,21,17,24.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45300,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '28.1259019', 'longitude': '-82.4652824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,779,79,75.1,83,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45300,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '28.1259019', 'longitude': '-82.4652824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45780,"Toledo, OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,249,27.4,23.5,31.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45780,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.5551736', 'longitude': '-83.5170883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45780,"Toledo, OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,815,72.6,68.7,76.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45780,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.5551736', 'longitude': '-83.5170883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45820,"Topeka, KS Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,269,24.2,20.9,27.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45820,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.0413819', 'longitude': '-95.8026315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,45820,"Topeka, KS Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1096,75.8,72.4,79.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,45820,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.0413819', 'longitude': '-95.8026315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,46140,"Tulsa, OK Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,333,29.9,26.6,33.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,46140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '36.2487143', 'longitude': '-96.1638793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,46140,"Tulsa, OK Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,889,70.1,66.9,73.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,46140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '36.2487143', 'longitude': '-96.1638793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,475,23.4,20.8,25.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47260,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '36.8044077', 'longitude': '-76.3705891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1823,76.6,74.1,79.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47260,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '36.8044077', 'longitude': '-76.3705891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47664,"Warren-Troy-Farmington Hills, MI Metropolitan Division (2012 to present)",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,439,21.3,18.9,23.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47664,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '42.58689', 'longitude': '-82.957388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47664,"Warren-Troy-Farmington Hills, MI Metropolitan Division (2012 to present)",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1873,78.7,76.4,81.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47664,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '42.58689', 'longitude': '-82.957388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,1505,17.7,16.3,19.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47894,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.7286117', 'longitude': '-77.3983938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,7194,82.3,80.9,83.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47894,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.7286117', 'longitude': '-77.3983938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,231,18.1,15.1,21,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47940,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '42.472888', 'longitude': '-92.306059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,950,81.9,79,84.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47940,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '42.472888', 'longitude': '-92.306059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47980,"Watertown, SD Micropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,181,22.6,18.8,26.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47980,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '44.8524009', 'longitude': '-97.1770906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,47980,"Watertown, SD Micropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,851,77.4,73.5,81.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,47980,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '44.8524009', 'longitude': '-97.1770906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48140,"Wausau-Weston, WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,129,26.4,20.9,32,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '44.9499962', 'longitude': '-89.6333308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48140,"Wausau-Weston, WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,410,73.6,68,79.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '44.9499962', 'longitude': '-89.6333308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
